pipeline,clique_preferred_id,clique_preferred_label,clique_biolink_type,change_kind,added_kind,added_id,added_id_label,added_id_biolink_type,would_be_added,needs_biolink_registration,biolink_registration_note,equivalent_ids
disease,MONDO:0007400,Jackson-Weiss syndrome,biolink:Disease,expanded,preexisting,GARD:6796,Jackson-Weiss syndrome,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007400|DOID:0111337|OMIM:123150|orphanet:1540|UMLS:C0795998|MESH:C537559|NCIT:C123814|SNOMEDCT:709105005|MEDGEN:208653|GARD:6796|MIM:123150|ORDO:1540|SNOMEDCT_US_2025_09_01:709105005
disease,MONDO:0007404,Cri-du-chat syndrome,biolink:Disease,expanded,preexisting,GARD:6213,5p partial monosomy syndrome,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007404|DOID:12580|OMIM:123450|orphanet:281|UMLS:C0010314|MESH:D003410|MEDDRA:10011385|NCIT:C34518|SNOMEDCT:70173007|MEDGEN:41345|ICD10:Q93.4|ICD9:758.31|GARD:6213|MIM:123450|SNOMEDCT_US_2025_09_01:70173007|http://id.who.int/icd/entity/620584190
disease,MONDO:0007405,Crouzon syndrome,biolink:Disease,expanded,preexisting,GARD:6206,Crouzon syndrome,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007405|DOID:2339|OMIM:123500|orphanet:207|UMLS:C0010273|UMLS:C2931196|MESH:D003394|MEDDRA:10066946|MEDDRA:10066950|NCIT:C84653|SNOMEDCT:28861008|MEDGEN:1162|ICD10:Q75.1|HP:0004439|GARD:6206|MIM:123500|SNOMEDCT_US_2025_09_01:28861008|http://id.who.int/icd/entity/1535725821
disease,MONDO:0007412,Beare-Stevenson cutis gyrata syndrome,biolink:Disease,expanded,preexisting,GARD:332,Beare-Stevenson cutis gyrata syndrome,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007412|DOID:0050660|OMIM:123790|orphanet:1555|UMLS:C1852406|MESH:C565129|MEDDRA:10091700|NCIT:C123813|SNOMEDCT:703528008|MEDGEN:377668|GARD:332|MIM:123790|http://id.who.int/icd/entity/947865461
disease,MONDO:0007415,mitochondrial complex III deficiency nuclear type 1,biolink:Disease,expanded,preexisting,GARD:8295,Mitochondrial complex III deficiency,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007415|DOID:0080111|DOID:0111139|OMIM:124000|UMLS:C3541471|MESH:C565128|MEDGEN:762097|GARD:8295|MIM:124000
disease,MONDO:0007420,autosomal dominant deafness - onychodystrophy syndrome,biolink:Disease,expanded,preexisting,GARD:4732,Autosomal dominant deafness - onychodystrophy syndrome,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007420|DOID:0080720|OMIM:124480|orphanet:79499|UMLS:C2675730|MESH:C567274|NCIT:C175240|SNOMEDCT:1208614008|MEDGEN:382676|GARD:4732|MIM:124480
disease,MONDO:0007429,"optic atrophy with or without deafness, ophthalmoplegia, myopathy, ataxia, and neuropathy",biolink:Disease,expanded,preexisting,GARD:5243,Autosomal dominant optic atrophy plus syndrome,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007429|DOID:0111340|OMIM:125250|UMLS:C3276549|MEDGEN:478179|GARD:5243|MIM:125250|SNOMEDCT_US_2025_09_01:715374003
disease,MONDO:0007437,dentin dysplasia type II,biolink:Disease,expanded,preexisting,GARD:1806,Dentin dysplasia type II,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007437|DOID:0070707|OMIM:125420|orphanet:99791|UMLS:C0399380|SNOMEDCT:109494000|MEDGEN:96026|GARD:1806|MIM:125420|ORDO:99791|SNOMEDCT_US_2025_09_01:109494000
disease,MONDO:0007438,dentin dysplasia-sclerotic bones syndrome,biolink:Disease,expanded,preexisting,GARD:1808,Dentin dysplasia-sclerotic bones syndrome,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007438|DOID:0070708|OMIM:125440|orphanet:99792|UMLS:C1852201|UMLS:C4749611|MESH:C538213|SNOMEDCT:770943008|MEDGEN:377618|GARD:1808|MIM:125440|ORDO:99792|SNOMEDCT_US_2025_09_01:770943008
disease,MONDO:0007445,dermatopathia pigmentosa reticularis,biolink:Disease,expanded,preexisting,GARD:8550,Dermatopathia pigmentosa reticularis,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007445|DOID:0111342|OMIM:125595|orphanet:86920|UMLS:C0406778|MESH:C535374|SNOMEDCT:239088003|MEDGEN:98037|GARD:8550|MIM:125595|ORDO:86920|SNOMEDCT_US_2025_09_01:239088003
disease,MONDO:0007477,3-M syndrome,biolink:Disease,expanded,preexisting,GARD:5667,3-M syndrome,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007477|DOID:0060241|OMIM.PS:273750|orphanet:2616|UMLS:C1848862|UMLS:C3280146|MESH:C535314|MEDDRA:10081775|SNOMEDCT:702342007|MEDGEN:336440|GARD:5667|MIM:273750|MIM:612921|MIM:614205|ORDO:2616|SNOMEDCT_US_2025_09_01:702342007
disease,MONDO:0007478,autosomal dominant Kenny-Caffey syndrome,biolink:Disease,expanded,preexisting,GARD:83,Autosomal dominant Kenny-Caffey syndrome,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007478|DOID:0080723|OMIM:127000|orphanet:93325|UMLS:C4316787|NCIT:C130993|MEDGEN:1373312|GARD:83|MIM:127000|ORDO:93325
disease,MONDO:0007481,Leri-Weill dyschondrosteosis,biolink:Disease,expanded,preexisting,GARD:3224,Leri-Weill dyschondrosteosis,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007481|DOID:0060847|OMIM:127300|orphanet:240|UMLS:C0265309|MESH:C537119|MEDDRA:10071437|MEDDRA:10071439|NCIT:C126560|SNOMEDCT:17818006|MEDGEN:75562|GARD:3224|MIM:127300|ORDO:240|SNOMEDCT_US_2025_09_01:17818006
disease,MONDO:0007507,absence of fingerprints-congenital milia syndrome,biolink:Disease,expanded,preexisting,GARD:2336,Basan syndrome,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007507|DOID:0080725|OMIM:129200|orphanet:1658|UMLS:C0406707|MESH:C537659|SNOMEDCT:239011004|MEDGEN:140808|KEGG.DISEASE:H02296|GARD:2336|MIM:129200|ORDO:1658|http://id.who.int/icd/entity/1298640608
disease,MONDO:0007523,"Ehlers-Danlos syndrome, hypermobility type",biolink:Disease,expanded,preexisting,GARD:2081,"Ehlers-Danlos syndrome, type 3",biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007523|DOID:14757|OMIM:130020|orphanet:285|UMLS:C0268337|MESH:C536196|MEDDRA:10055058|NCIT:C125698|SNOMEDCT:30652003|MEDGEN:75670|ICD10:Q79.62|GARD:2081|MIM:130020|SNOMEDCT_US_2025_09_01:30652003
disease,MONDO:0007537,lateral meningocele syndrome,biolink:Disease,expanded,preexisting,GARD:9873,Lateral meningocele syndrome,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007537|DOID:0111343|OMIM:130720|orphanet:2789|UMLS:C1851710|MESH:C537878|MEDGEN:342070|GARD:9873|MIM:130720|ORDO:2789
disease,MONDO:0007540,multiple endocrine neoplasia type 1,biolink:Disease,expanded,preexisting,GARD:3829,"Multiple endocrine neoplasia, type 1",biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007540|DOID:10017|OMIM:131100|UMLS:C0025267|MESH:D018761|MEDDRA:10026979|MEDDRA:10027180|MEDDRA:10028190|MEDDRA:10028194|MEDDRA:10073150|NCIT:C3225|SNOMEDCT:30664006|ICD10:E31.21|ICD9:258.01|GARD:3829|MIM:131100|ORDO:652|SNOMEDCT_US_2025_09_01:30664006
disease,MONDO:0007542,Camurati-Engelmann disease,biolink:Disease,expanded,preexisting,GARD:1072,Diaphyseal dysplasia,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007542|DOID:4997|OMIM.PS:131300|orphanet:1328|UMLS:C0011989|MESH:D003966|MEDDRA:10087147|MEDDRA:10087161|MEDDRA:10088278|NCIT:C84610|SNOMEDCT:318761000119105|SNOMEDCT:34643004|MEDGEN:4268|ICD10:Q78.3|GARD:1072|ICD10CM:Q78.3|MIM:PS131300|SNOMEDCT_US_2025_09_01:34643004
disease,MONDO:0007548,transient bullous dermolysis of the newborn,biolink:Disease,expanded,preexisting,GARD:10010,Transient bullous dermolysis of the newborn,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007548|DOID:0111345|OMIM:131705|orphanet:79411|UMLS:C1851573|MESH:C536979|SNOMEDCT:723553000|MEDGEN:343607|GARD:10010|MIM:131705|ORDO:79411|SNOMEDCT_US_2025_09_01:723553000
disease,MONDO:0007549,generalized dominant dystrophic epidermolysis bullosa,biolink:Disease,expanded,preexisting,GARD:2139,Generalized dominant dystrophic epidermolysis bullosa,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007549|DOID:0080224|OMIM:131750|orphanet:231568|UMLS:C0079136|UMLS:C0432322|MESH:C535956|MEDDRA:10087378|NCIT:C205633|SNOMEDCT:111389006|SNOMEDCT:1231284001|SNOMEDCT:75875004|MEDGEN:140935|GARD:2139|MIM:131750
disease,MONDO:0007552,pretibial dystrophic epidermolysis bullosa,biolink:Disease,expanded,preexisting,GARD:2155,Pretibial dystrophic epidermolysis bullosa,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007552|DOID:0080988|OMIM:131850|orphanet:79410|UMLS:C0432321|MESH:C535494|SNOMEDCT:67653003|MEDGEN:98154|HP:0012221|GARD:2155|MIM:131850|ORDO:79410
disease,MONDO:0007556,"epidermolysis bullosa simplex 2F, with mottled pigmentation",biolink:Disease,expanded,preexisting,GARD:9737,Epidermolysis bullosa simplex with mottled pigmentation,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007556|DOID:0111346|OMIM:131960|orphanet:79397|UMLS:C0432316|MESH:C535959|SNOMEDCT:254180002|MEDGEN:140934|GARD:9737|MIM:131960|ORDO:79397|SNOMEDCT_US_2025_09_01:254180002
disease,MONDO:0007561,multiple epiphyseal dysplasia type 1,biolink:Disease,expanded,preexisting,GARD:2180,Multiple epiphyseal dysplasia type 1,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007561|DOID:0070303|OMIM:132400|orphanet:93308|UMLS:C1838280|UMLS:C1851538|MESH:C535501|SNOMEDCT:715673002|MEDGEN:325376|GARD:2180|MIM:132400|ORDO:93308|SNOMEDCT_US_2025_09_01:715673002|http://id.who.int/icd/entity/2130489957
disease,MONDO:0007564,pilomatrixoma,biolink:Disease,expanded,preexisting,GARD:9452,Pilomatrixoma,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007564|DOID:5374|OMIM:132600|orphanet:91414|EFO:0009082|UMLS:C0206711|MESH:D018296|MEDDRA:10035040|NCIT:C7368|SNOMEDCT:274901004|SNOMEDCT:44155009|MEDGEN:61666|HP:0030434|GARD:9452|MIM:132600|SNOMEDCT_US_2025_09_01:274901004|http://id.who.int/icd/entity/378820295
disease,MONDO:0007576,esophageal cancer,biolink:Disease,expanded,preexisting,GARD:6383,Carcinoma of esophagus,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007576|DOID:5041|OMIM:133239|UMLS:C0014859|UMLS:C0153413|UMLS:C0153414|UMLS:C0153415|UMLS:C0153416|UMLS:C0496775|UMLS:C0546837|MESH:D004938|MEDDRA:10015362|MEDDRA:10015363|MEDDRA:10015386|MEDDRA:10025693|MEDDRA:10025694|MEDDRA:10025899|MEDDRA:10025900|MEDDRA:10025901|MEDDRA:10026104|MEDDRA:10026105|MEDDRA:10026150|MEDDRA:10026151|MEDDRA:10026180|MEDDRA:10026181|MEDDRA:10026182|MEDDRA:10026583|MEDDRA:10026584|MEDDRA:10030151|MEDDRA:10030152|MEDDRA:10030175|MEDDRA:10030176|MEDDRA:10061882|MEDDRA:10072780|NCIT:C3028|NCIT:C3533|NCIT:C3534|NCIT:C3535|NCIT:C4764|NCIT:C7478|SNOMEDCT:126817006|SNOMEDCT:187725002|SNOMEDCT:187726001|SNOMEDCT:187727005|SNOMEDCT:363402007|MEDGEN:107792|ICD10:C15.3|ICD10:C15.4|ICD10:C15.5|ICD9:150.2|ICD9:150.3|ICD9:150.4|ICD9:150.5|ICD9:150.8|HP:0100751|GARD:6383|ICD10CM:C15|MIM:133239|SNOMEDCT_US_2025_09_01:126817006|SNOMEDCT_US_2025_09_01:187729008|SNOMEDCT_US_2025_09_01:93656003|SNOMEDCT_US_2025_09_01:93877002|SNOMEDCT_US_2025_09_01:93895004|SNOMEDCT_US_2025_09_01:94119000|http://id.who.int/icd/entity/669033105
disease,MONDO:0007603,Felty syndrome,biolink:Disease,expanded,preexisting,GARD:8234,Felty syndrome,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007603|DOID:11042|OMIM:134750|orphanet:47612|EFO:0007269|UMLS:C0015773|MESH:D005258|MEDDRA:10016386|NCIT:C84712|SNOMEDCT:57160007|MEDGEN:4674|ICD10:M05.0|ICD9:714.1|GARD:8234|ICD10CM:M05.0|MIM:134750|SNOMEDCT_US_2025_09_01:57160007
disease,MONDO:0007614,congenital fibrosis of extraocular muscles,biolink:Disease,expanded,preexisting,GARD:12590,Congenital fibrosis of extraocular muscles,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007614|DOID:0080143|OMIM.PS:135700|orphanet:45358|UMLS:C1302995|MESH:C580012|SNOMEDCT:400946004|MEDGEN:724506|HP:0001491|GARD:12590|MIM:PS135700|ORDO:45358|http://id.who.int/icd/entity/887449084
disease,MONDO:0007615,laurin-Sandrow syndrome,biolink:Disease,expanded,preexisting,GARD:155,Laurin-Sandrow syndrome,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007615|DOID:0111350|OMIM:135750|orphanet:2378|UMLS:C1851100|UMLS:C1851101|MESH:C535689|SNOMEDCT:715440003|MEDGEN:340697|HP:0010689|GARD:155|MIM:135750|ORDO:2378|SNOMEDCT_US_2025_09_01:715440003|http://id.who.int/icd/entity/671594481
disease,MONDO:0007619,isolated congenital adermatoglyphia,biolink:Disease,expanded,preexisting,GARD:12550,Adermatoglyphia,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007619|DOID:0111357|OMIM:136000|orphanet:289465|UMLS:C1852150|UMLS:C4706567|MESH:C565010|SNOMEDCT:763748007|MEDGEN:338875|HP:0007455|GARD:12550|MIM:136000|ORDO:289465
disease,MONDO:0007621,Floating-Harbor syndrome,biolink:Disease,expanded,preexisting,GARD:6455,Floating-Harbor syndrome,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007621|DOID:0111358|OMIM:136140|orphanet:2044|UMLS:C0729582|MESH:C537062|MEDDRA:10079943|NCIT:C175241|SNOMEDCT:312214005|MEDGEN:152667|GARD:6455|MIM:136140|ORDO:2044|SNOMEDCT_US_2025_09_01:205810007|http://id.who.int/icd/entity/2101730645
disease,MONDO:0007630,North Carolina macular dystrophy,biolink:Disease,expanded,preexisting,GARD:9179,North Carolina macular dystrophy,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007630|DOID:0070439|OMIM:136550|orphanet:75327|UMLS:C0730294|MESH:C537835|NCIT:C168999|SNOMEDCT:312925009|MEDGEN:147590|GARD:9179|MIM:136550|ORDO:75327|SNOMEDCT_US_2025_09_01:312925009|http://id.who.int/icd/entity/1931008217
disease,MONDO:0007635,Frasier syndrome,biolink:Disease,expanded,preexisting,GARD:2375,Frasier syndrome,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007635|DOID:0050438|OMIM:136680|orphanet:347|UMLS:C0950122|MESH:D052159|MEDDRA:10080313|NCIT:C122805|SNOMEDCT:445431000|MEDGEN:215533|GARD:2375|MIM:136680|SNOMEDCT_US_2025_09_01:445431000|http://id.who.int/icd/entity/1659542949
disease,MONDO:0007646,Gamstorp-Wohlfart syndrome,biolink:Disease,expanded,preexisting,GARD:12353,Autosomal recessive axonal neuropathy with neuromyotonia,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007646|DOID:0050526|OMIM:137200|orphanet:324442|UMLS:C5700127|SNOMEDCT:711406009|MEDGEN:1814513|GARD:12353|MIM:137200|http://id.who.int/icd/entity/1738677442
disease,MONDO:0007648,hereditary diffuse gastric adenocarcinoma,biolink:Disease,expanded,preexisting,GARD:10900,Hereditary diffuse gastric adenocarcinoma,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007648|DOID:0080764|OMIM:137215|orphanet:26106|UMLS:C1708349|UMLS:C4721859|UMLS:C5677027|NCIT:C220636|NCIT:C43295|SNOMEDCT:716859000|MEDGEN:310839|GARD:10900|MIM:137215
disease,MONDO:0007656,Gerstmann-Straussler-Scheinker syndrome,biolink:Disease,expanded,preexisting,GARD:7690,Gerstmann-Straussler-Scheinker syndrome,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007656|DOID:4249|OMIM:137440|orphanet:356|UMLS:C0017495|UMLS:C2931022|UMLS:C3805618|MESH:C535800|MESH:D016098|MEDDRA:10072075|MEDDRA:10072102|NCIT:C84727|SNOMEDCT:67155006|MEDGEN:4886|ICD10:A81.82|ICD9:046.71|GARD:7690|ICD10CM:A81.82|MIM:137440|SNOMEDCT_US_2025_09_01:67155006|http://id.who.int/icd/entity/406818835
disease,MONDO:0007690,aromatase excess syndrome,biolink:Disease,expanded,preexisting,GARD:12949,"Developmental and epileptic encephalopathy, 5",biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007690|DOID:0090122|OMIM:139300|orphanet:178345|UMLS:C1970109|MESH:C000591739|SNOMEDCT:709075008|MEDGEN:409989|ICD10:E30.1|GARD:12949|MIM:139300|ORDO:178345|http://id.who.int/icd/entity/191989744
disease,MONDO:0007698,hand-foot-genital syndrome,biolink:Disease,expanded,preexisting,GARD:2594,Hand-foot-genital syndrome,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007698|DOID:0060739|OMIM:140000|orphanet:2438|UMLS:C1841679|MESH:C535627|MEDDRA:10072361|SNOMEDCT:702425002|MEDGEN:331103|ICD10:Q51.2|GARD:2594|MIM:140000|ORDO:2438
disease,MONDO:0007700,hawkinsinuria,biolink:Disease,expanded,preexisting,GARD:5668,Hawkinsinuria,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007700|DOID:0111362|OMIM:140350|orphanet:2118|UMLS:C2931042|MESH:C535845|SNOMEDCT:414380008|MEDGEN:419319|GARD:5668|MIM:140350|ORDO:2118|SNOMEDCT_US_2025_09_01:403001|http://id.who.int/icd/entity/786595759
disease,MONDO:0007705,Heinz body anemia,biolink:Disease,expanded,preexisting,GARD:10718,Heinz body anemia,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007705|DOID:0111363|OMIM:140700|UMLS:C0700299|MESH:C563030|MEDDRA:10002058|MEDDRA:10002283|MEDGEN:148583|HP:0005511|GARD:10718|MIM:140700
disease,MONDO:0007716,alpha thalassemia-intellectual disability syndrome type 1,biolink:Disease,expanded,preexisting,GARD:5864,Alpha thalassemia-X-linked intellectual disability syndrome,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007716|DOID:0110029|DOID:0110030|DOID:0110031|DOID:1099|OMIM:141750|orphanet:98791|UMLS:C0002312|UMLS:C0795917|MESH:C563050|MESH:D017085|MEDDRA:10001802|MEDDRA:10001817|MEDDRA:10043390|MEDDRA:10054659|MEDDRA:10083965|NCIT:C34368|SNOMEDCT:277918006|SNOMEDCT:734349003|MEDGEN:162892|ICD10:D56.0|ICD9:282.43|GARD:5864|GARD:621|MIM:141750|MIM:301040|MIM:604131|MIM:613978|ORDO:847|ORDO:93616|ORDO:98791|SNOMEDCT_US_2025_09_01:191186002
disease,MONDO:0007716,alpha thalassemia-intellectual disability syndrome type 1,biolink:Disease,expanded,preexisting,GARD:621,Alpha Thalassemia,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007716|DOID:0110029|DOID:0110030|DOID:0110031|DOID:1099|OMIM:141750|orphanet:98791|UMLS:C0002312|UMLS:C0795917|MESH:C563050|MESH:D017085|MEDDRA:10001802|MEDDRA:10001817|MEDDRA:10043390|MEDDRA:10054659|MEDDRA:10083965|NCIT:C34368|SNOMEDCT:277918006|SNOMEDCT:734349003|MEDGEN:162892|ICD10:D56.0|ICD9:282.43|GARD:5864|GARD:621|MIM:141750|MIM:301040|MIM:604131|MIM:613978|ORDO:847|ORDO:93616|ORDO:98791|SNOMEDCT_US_2025_09_01:191186002
disease,MONDO:0007721,hiatus hernia,biolink:Disease,expanded,preexisting,GARD:1481,Congenital diaphragmatic hernia,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007721|DOID:12642|DOID:3827|OMIM:142400|EFO:0008561|UMLS:C0019284|UMLS:C0267725|UMLS:C0376710|UMLS:C0700510|UMLS:C3489393|MESH:D006548|MESH:D006551|MEDDRA:10012713|MEDDRA:10012714|MEDDRA:10012717|MEDDRA:10012720|MEDDRA:10012723|MEDDRA:10018802|MEDDRA:10019914|MEDDRA:10020024|MEDDRA:10020028|MEDDRA:10033774|MEDDRA:10033884|MEDDRA:10039210|MEDDRA:10041019|MEDDRA:10058165|MEDDRA:10058167|MEDDRA:10059188|MEDDRA:10072765|MEDDRA:10075920|MEDDRA:10075921|MEDDRA:10081550|NCIT:C34687|NCIT:C98945|SNOMEDCT:196903009|SNOMEDCT:236053002|SNOMEDCT:3662000|SNOMEDCT:39839004|SNOMEDCT:84089009|MEDGEN:483347|ICD10:K44|HP:0002036|GARD:1481|MIM:142340|MIM:142400|MIM:222400|MIM:610187|ORDO:2140|SNOMEDCT_US_2025_09_01:155748004|SNOMEDCT_US_2025_09_01:236053002|SNOMEDCT_US_2025_09_01:3662000|SNOMEDCT_US_2025_09_01:84089009
disease,MONDO:0007726,"hip dysplasia, Beukes type",biolink:Disease,expanded,preexisting,GARD:2690,"Hip dysplasia, Beukes type",biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007726|DOID:0111367|OMIM:142669|orphanet:2114|UMLS:C1840572|MESH:C564185|SNOMEDCT:721148005|MEDGEN:333593|GARD:2690|MIM:142669|ORDO:2114|SNOMEDCT_US_2025_09_01:721148005
disease,MONDO:0007727,TNF receptor 1-associated periodic fever syndrome,biolink:Disease,expanded,preexisting,GARD:8457,TNF receptor-associated periodic fever syndrome (TRAPS),biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007727|DOID:0090018|DOID:0090029|OMIM:142680|orphanet:32960|UMLS:C1275126|UMLS:C3889136|MESH:C536657|MEDDRA:10067774|MEDDRA:10067783|NCIT:C119051|SNOMEDCT:403833009|MEDGEN:226899|ICD10:E85.0|GARD:8457|MIM:142680|MIM:607115|ORDO:1451|ORDO:32960|http://id.who.int/icd/entity/1869883509
disease,MONDO:0007737,humeroradial synostosis,biolink:Disease,expanded,preexisting,GARD:2748,Humeroradial synostosis,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007737|DOID:0060467|OMIM:143050|orphanet:3265|UMLS:C1863360|UMLS:C2930865|UMLS:C5975702|MESH:C535284|SNOMEDCT:205329008|MEDGEN:418931|HP:0003041|GARD:2748|MIM:143050|MIM:236400|ORDO:3265|SNOMEDCT_US_2021_07_31:205329008|http://id.who.int/icd/entity/518723993
disease,MONDO:0007739,Huntington disease,biolink:Disease,expanded,preexisting,GARD:6677,Huntington disease,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007739|DOID:0090103|DOID:0090104|DOID:12858|OMIM:143100|orphanet:399|UMLS:C0020179|MESH:D006816|MEDDRA:10020469|MEDDRA:10070668|NCIT:C82342|SNOMEDCT:58756001|MEDGEN:5654|ICD10:G10|ICD9:333.4|KEGG.DISEASE:05016|GARD:6677|ICD10CM:G10|MIM:143100|MIM:603218|MIM:606438|ORDO:157941|ORDO:98934|SNOMEDCT_US_2025_09_01:58756001|http://id.who.int/icd/entity/2132180242|https://icd.who.int/browse10/2019/en#/G10
disease,MONDO:0007764,"autosomal dominant osteosclerosis, Worth type",biolink:Disease,expanded,preexisting,GARD:390,Worth disease,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007764|DOID:0080037|OMIM:144750|orphanet:2790|UMLS:C0432273|MESH:C536748|SNOMEDCT:254131007|MEDGEN:140932|GARD:390|MIM:144750|ORDO:2790|SNOMEDCT_US_2025_09_01:254131007|http://id.who.int/icd/entity/1038854228
disease,MONDO:0007787,Ambras type hypertrichosis universalis congenita,biolink:Disease,expanded,preexisting,GARD:8206,Ambras type hypertrichosis universalis congenita,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0007787|DOID:0111060|OMIM:145701|orphanet:1023|UMLS:C1840362|MESH:C536605|MEDGEN:333542|ICD10:Q84.2|GARD:8206|MIM:145701|ORDO:1023
